type,ev
401(k),193760
401(k),72145
401(k),69068
401(k),62077
Stock Options,158651
Remote Work,136567
Stock Options,134500
401(k),144028
Remote Work,69709
401(k),158422
401(k),194159
401(k),129281
Health Insurance,144590
Health Insurance,160704
Stock Options,61109
Health Insurance,157958
Paid Time Off,157247
401(k),54072
401(k),95780
401(k),69370
Stock Options,75151
Stock Options,93681
401(k),191859
401(k),150603
401(k),63835
401(k),125539
Health Insurance,155203
401(k),178319
Paid Time Off,131856
401(k),111878
401(k),59962
401(k),109661
Remote Work,118995
401(k),140893
401(k),146509
Remote Work,52743
401(k),61483
Stock Options,75879
Paid Time Off,146770
Remote Work,176884
401(k),115332
401(k),156291
Remote Work,101099
401(k),52201
Paid Time Off,195180
Stock Options,183207
Remote Work,141155
401(k),149303
401(k),105118
Stock Options,87118
Stock Options,176447
Paid Time Off,146496
Stock Options,167478
401(k),186942
401(k),158702
401(k),120711
Stock Options,179426
401(k),56858
Remote Work,52339
401(k),116913
Stock Options,119714
401(k),147604
401(k),147347
Paid Time Off,134013
Stock Options,160609
Health Insurance,186014
Health Insurance,164382
401(k),97190
Remote Work,172942
401(k),185277
401(k),150049
Stock Options,55240
401(k),54848
Paid Time Off,101651
401(k),175927
401(k),73086
401(k),167245
401(k),165484
Stock Options,81244
401(k),164037
401(k),161065
401(k),133914
Remote Work,61129
401(k),193590
Paid Time Off,134069
401(k),194051
Stock Options,163964
Paid Time Off,154465
Stock Options,77915
Remote Work,58846
401(k),182466
Paid Time Off,111626
401(k),145135
401(k),198254
401(k),178523
401(k),118209
401(k),94539
Remote Work,159913
Health Insurance,119810
Remote Work,107167
401(k),124688
Health Insurance,167078
Remote Work,53390
Paid Time Off,171150
401(k),137718
Stock Options,63726
Stock Options,57262
Paid Time Off,72160
Health Insurance,91017
401(k),116739
Remote Work,81900
401(k),81714
401(k),175320
Health Insurance,83630
401(k),185635
Remote Work,74586
401(k),175042
Stock Options,153603
401(k),119448
401(k),195868
Paid Time Off,83064
401(k),79132
Paid Time Off,126496
401(k),133874
Remote Work,145344
401(k),197076
Stock Options,97800
401(k),106468
401(k),94457
Health Insurance,194492
401(k),91187
Stock Options,181922
401(k),126790
401(k),191138
Health Insurance,92727
401(k),191445
Health Insurance,167400
Remote Work,162211
401(k),102625
401(k),181693
Remote Work,186392
401(k),145910
Stock Options,150058
401(k),194397
Stock Options,163028
Health Insurance,103213
Health Insurance,145999
Health Insurance,170790
Remote Work,127049
Health Insurance,192770
401(k),69377
Health Insurance,136074
401(k),156449
Remote Work,94660
401(k),113331
401(k),91804
Paid Time Off,66865
Health Insurance,147700
Remote Work,76779
Stock Options,174244
401(k),126395
Stock Options,110762
401(k),178147
Stock Options,72610
401(k),164882
401(k),196633
401(k),148906
Health Insurance,123539
401(k),86488
Remote Work,134366
Stock Options,58486
401(k),97894
401(k),156044
Health Insurance,183560
Health Insurance,175048
401(k),107694
Health Insurance,121892
Paid Time Off,99005
401(k),54105
401(k),96903
401(k),84469
401(k),183654
401(k),120938
Remote Work,116625
401(k),83356
401(k),100699
401(k),129091
401(k),132653
Remote Work,136558
Paid Time Off,193771
401(k),56869
Paid Time Off,98504
401(k),137392
401(k),132218
401(k),194578
401(k),148384
Health Insurance,141081
Remote Work,159940
401(k),71077
Health Insurance,95607
Health Insurance,88996
401(k),71159
401(k),155679
Paid Time Off,188561
401(k),84981
401(k),71913
Health Insurance,136622
Paid Time Off,76689
Stock Options,73634
401(k),81321
401(k),181409
401(k),74576
Stock Options,154772
Paid Time Off,158530
Health Insurance,160919
401(k),106235
401(k),154603
401(k),179977
Remote Work,57976
401(k),182214
Remote Work,135231
401(k),68763
401(k),160424
401(k),64842
401(k),82166
Paid Time Off,67874
401(k),92327
Paid Time Off,183253
401(k),53700
401(k),148810
Health Insurance,57622
401(k),183353
Stock Options,121857
401(k),89285
401(k),196545
401(k),195749
Paid Time Off,96369
Health Insurance,114525
401(k),151925
401(k),134815
401(k),67740
Health Insurance,114536
Health Insurance,120394
Paid Time Off,188590
Stock Options,144952
401(k),130298
Stock Options,69582
401(k),192194
Stock Options,181620
401(k),125322
401(k),85901
401(k),108773
Health Insurance,120328
401(k),118074
Health Insurance,132913
Paid Time Off,177811
Paid Time Off,190171
401(k),192081
401(k),171767
401(k),75744
Paid Time Off,58792
Paid Time Off,91386
401(k),83242
401(k),186141
Paid Time Off,125177
401(k),52517
Health Insurance,109199
401(k),180947
Remote Work,62276
Remote Work,81478
401(k),87669
401(k),171117
Stock Options,177556
Paid Time Off,193370
401(k),143471
Health Insurance,163066
401(k),51257
Stock Options,123501
Paid Time Off,70376
401(k),149429
Paid Time Off,71914
401(k),193392
401(k),69570
Paid Time Off,183647
Paid Time Off,52257
401(k),77791
Remote Work,105955
401(k),96831
Paid Time Off,161568
401(k),163105
Stock Options,114759
Stock Options,95894
Paid Time Off,160683
401(k),65188
Paid Time Off,109683
Paid Time Off,65660
Remote Work,58487
Health Insurance,82649
401(k),180153
401(k),185051
401(k),72282
401(k),72493
401(k),160593
401(k),57636
Paid Time Off,177203
Paid Time Off,167775
401(k),105946
Remote Work,82774
Paid Time Off,198225
Paid Time Off,95990
Health Insurance,98578
Paid Time Off,143083
401(k),90534
401(k),88922
Remote Work,138630
Remote Work,163983
Paid Time Off,66041
Stock Options,89509
401(k),139557
Paid Time Off,121351
Remote Work,73495
Stock Options,196445
401(k),57379
Paid Time Off,123734
Paid Time Off,81247
401(k),101763
401(k),67905
401(k),192409
Paid Time Off,159187
401(k),51177
401(k),75757
Remote Work,88028
Health Insurance,132066
401(k),152088
401(k),131999
Paid Time Off,54342
401(k),92965
401(k),76636
401(k),134785
401(k),123837
Health Insurance,104217
401(k),190714
401(k),72657
Stock Options,157496
Health Insurance,146291
401(k),161740
401(k),199560
Paid Time Off,138602
Stock Options,59384
401(k),127834
401(k),163376
401(k),121568
Paid Time Off,128369
Paid Time Off,98112
Stock Options,183005
401(k),126798
401(k),60456
401(k),187699
Remote Work,186804
401(k),114236
401(k),180119
401(k),52918
401(k),68103
Paid Time Off,163350
Health Insurance,165179
Health Insurance,115378
Health Insurance,151994
401(k),87282
Paid Time Off,164914
Paid Time Off,174276
401(k),152813
Paid Time Off,72847
401(k),153269
Health Insurance,89078
Stock Options,84731
401(k),92006
Remote Work,104362
401(k),145873
Remote Work,160801
Stock Options,93280
401(k),115183
Remote Work,72136
401(k),177499
Remote Work,91380
401(k),176049
Paid Time Off,56816
Health Insurance,176326
401(k),81757
401(k),72471
401(k),95043
Health Insurance,73698
Paid Time Off,164697
401(k),97370
Paid Time Off,67691
401(k),197169
401(k),124687
Remote Work,191723
Remote Work,197755
401(k),101730
Health Insurance,84196
Stock Options,189008
401(k),99795
401(k),132823
Paid Time Off,130239
401(k),115637
Paid Time Off,98199
401(k),97631
401(k),177590
Health Insurance,162588
401(k),109143
Health Insurance,140758
401(k),91735
Health Insurance,169017
401(k),138504
401(k),61114
401(k),64526
Remote Work,125878
Remote Work,194278
401(k),133571
401(k),52047
401(k),93995
Remote Work,195062
Paid Time Off,143333
Health Insurance,159009
401(k),118265
Paid Time Off,181312
401(k),110733
401(k),122482
401(k),61500
401(k),141878
401(k),161330
Stock Options,136953
401(k),119340
401(k),164536
401(k),143590
401(k),190051
Remote Work,184538
401(k),61192
401(k),149907
Paid Time Off,179894
401(k),190374
Health Insurance,114369
Paid Time Off,99368
Stock Options,189267
401(k),119005
401(k),74719
Remote Work,199640
Health Insurance,138297
Health Insurance,143844
Paid Time Off,78065
Health Insurance,163750
401(k),116372
401(k),126027
Paid Time Off,161355
Stock Options,193375
401(k),156385
401(k),54279
Health Insurance,171751
Paid Time Off,120705
401(k),106950
Remote Work,162619
Stock Options,59163
Paid Time Off,107147
401(k),163960
Health Insurance,147628
Paid Time Off,89862
401(k),130293
Paid Time Off,87235
Paid Time Off,168882
401(k),197656
Paid Time Off,132974
401(k),180780
Remote Work,109399
401(k),143444
Health Insurance,158429
Paid Time Off,141481
401(k),53060
401(k),171338
Remote Work,152844
Remote Work,87648
401(k),82021
Remote Work,171245
Health Insurance,53940
401(k),105017
Stock Options,123225
Health Insurance,75504
Stock Options,130346
Paid Time Off,60470
401(k),182017
Remote Work,108456
Stock Options,79731
Remote Work,193792
Remote Work,97070
Health Insurance,198550
401(k),147141
Health Insurance,80683
401(k),94763
401(k),87511
Stock Options,154376
Health Insurance,151819
Paid Time Off,118077
Health Insurance,183290
Health Insurance,173541
401(k),136355
Health Insurance,166564
Health Insurance,104783
Stock Options,70509
401(k),183724
Stock Options,136209
Remote Work,63150
Remote Work,159591
Paid Time Off,57182
401(k),145392
Remote Work,155598
401(k),188531
Stock Options,130393
Health Insurance,71784
401(k),159832
Remote Work,55769
401(k),179779
401(k),88302
Paid Time Off,71963
Paid Time Off,111105
Stock Options,169860
Remote Work,170924
Stock Options,144707
Remote Work,186659
401(k),111537
Remote Work,183518
Stock Options,54052
Stock Options,123689
Paid Time Off,169631
Health Insurance,127294
Stock Options,186896
401(k),69591
Remote Work,118191
Stock Options,167849
Stock Options,121986
401(k),194232
Paid Time Off,169007
Stock Options,79699
401(k),61140
401(k),178042
Paid Time Off,92837
401(k),124371
Stock Options,88163
Paid Time Off,128739
401(k),125023
Health Insurance,75993
Paid Time Off,82432
Stock Options,132734
401(k),107534
Remote Work,152915
401(k),153707
Remote Work,147993
401(k),128656
Health Insurance,199878
401(k),56952
Remote Work,104345
Remote Work,165552
Remote Work,177891
401(k),119460
Stock Options,109762
Paid Time Off,192656
Stock Options,163776
Remote Work,183607
Stock Options,62234
401(k),67700
401(k),84046
401(k),63440
401(k),111279
Health Insurance,123615
Remote Work,50225
401(k),140694
Paid Time Off,170860
Health Insurance,114284
Health Insurance,97109
Stock Options,51273
401(k),147650
401(k),173579
401(k),62272
Stock Options,134615
401(k),54248
401(k),130472
401(k),128492
Health Insurance,168298
Paid Time Off,139475
Paid Time Off,178022
401(k),88181
401(k),180517
Paid Time Off,86623
Paid Time Off,163598
401(k),106170
401(k),89493
401(k),104442
401(k),81296
401(k),58524
401(k),140894
Stock Options,86138
Remote Work,56753
Health Insurance,58200
Paid Time Off,192383
Paid Time Off,72477
401(k),196679
401(k),115581
401(k),141936
401(k),54913
401(k),167718
Health Insurance,147681
401(k),70803
Stock Options,117068
401(k),196820
401(k),174782
401(k),190568
401(k),56186
Health Insurance,132395
401(k),171542
Health Insurance,75276
Paid Time Off,119810
401(k),68326
401(k),76169
401(k),151183
401(k),69922
401(k),131724
401(k),170382
401(k),197538
Health Insurance,182792
Paid Time Off,50473
Stock Options,161940
401(k),62130
401(k),103105
Stock Options,51024
401(k),105944
Paid Time Off,130252
Stock Options,76891
Stock Options,71776
401(k),144870
Remote Work,190758
Stock Options,87382
Remote Work,188605
401(k),135148
Paid Time Off,199914
401(k),109705
Health Insurance,143507
Health Insurance,178854
401(k),59885
Stock Options,103832
Paid Time Off,65553
Stock Options,77987
401(k),120774
401(k),81901
Remote Work,186314
401(k),99700
401(k),197980
401(k),172627
401(k),124394
401(k),92113
Health Insurance,191615
401(k),89026
401(k),148312
401(k),184089
401(k),109116
401(k),70898
401(k),185832
401(k),161148
Paid Time Off,187647
Remote Work,133460
401(k),141570
Health Insurance,167533
401(k),147330
Remote Work,173381
Remote Work,65717
Remote Work,114058
Paid Time Off,133373
Stock Options,104130
401(k),162456
401(k),63777
Remote Work,195739
401(k),180548
401(k),50423
401(k),58256
401(k),117521
Paid Time Off,63135
Paid Time Off,88455
Health Insurance,96897
Paid Time Off,60498
Remote Work,194233
401(k),104056
401(k),97025
401(k),82514
Paid Time Off,161633
Stock Options,67809
Health Insurance,103245
401(k),198896
Paid Time Off,90154
401(k),53954
401(k),193506
401(k),146298
Health Insurance,128174
401(k),52800
Paid Time Off,184933
401(k),153881
Stock Options,69564
Stock Options,178011
Health Insurance,78270
401(k),120050
Paid Time Off,155019
401(k),90755
401(k),126852
401(k),92716
Health Insurance,95819
Paid Time Off,72902
Health Insurance,159784
401(k),123760
Remote Work,111352
401(k),61536
Paid Time Off,79794
Stock Options,97911
Health Insurance,107984
Remote Work,54495
Paid Time Off,85468
401(k),102166
401(k),173979
401(k),181940
Paid Time Off,178862
Stock Options,80382
401(k),74232
Stock Options,125706
Stock Options,151223
Remote Work,152151
Health Insurance,186155
Remote Work,76408
Paid Time Off,168874
Stock Options,151131
401(k),73671
401(k),134180
Paid Time Off,162059
401(k),167654
401(k),73945
401(k),123400
401(k),87555
401(k),161448
401(k),116245
401(k),150639
401(k),157730
Health Insurance,182441
Health Insurance,122809
Remote Work,103461
401(k),168042
Remote Work,127827
Paid Time Off,149208
Health Insurance,156401
401(k),165108
Remote Work,115609
Remote Work,172445
Health Insurance,176245
Remote Work,127215
401(k),55289
401(k),61473
401(k),62109
Remote Work,190858
Paid Time Off,64236
401(k),128661
401(k),149656
Health Insurance,175050
Remote Work,63587
401(k),177456
Paid Time Off,193623
Paid Time Off,137654
401(k),64011
Paid Time Off,171846
401(k),78216
401(k),61940
401(k),161263
Health Insurance,102568
Health Insurance,145554
Health Insurance,105349
Stock Options,112067
Stock Options,73076
Remote Work,76581
Stock Options,141216
Stock Options,169567
Health Insurance,150468
Stock Options,80109
401(k),168710
401(k),94673
Paid Time Off,145812
401(k),187821
401(k),58092
Paid Time Off,152219
401(k),103317
Stock Options,163024
Health Insurance,167428
Paid Time Off,53478
Paid Time Off,90267
Remote Work,52341
401(k),167452
Health Insurance,110574
401(k),183024
Health Insurance,178446
401(k),108320
Remote Work,84119
401(k),142209
Health Insurance,70794
Stock Options,123369
Paid Time Off,53774
Paid Time Off,193410
Remote Work,132831
Remote Work,85541
401(k),150560
Stock Options,188694
Stock Options,122957
401(k),193557
401(k),92931
401(k),76361
401(k),79968
Stock Options,68677
Remote Work,54802
401(k),169327
401(k),113422
Health Insurance,115257
401(k),101661
Stock Options,57967
Paid Time Off,86165
401(k),154934
Health Insurance,50937
401(k),83066
Health Insurance,145330
Stock Options,75130
Stock Options,195233
401(k),190808
401(k),150518
401(k),197712
Remote Work,88379
401(k),110646
Paid Time Off,192408
Stock Options,160568
401(k),117572
Stock Options,169027
401(k),125255
Paid Time Off,109102
Health Insurance,98156
401(k),184867
Remote Work,160666
401(k),146739
Remote Work,65013
Paid Time Off,84112
Paid Time Off,57408
Paid Time Off,141578
401(k),95868
401(k),55300
Remote Work,123608
Stock Options,109525
Stock Options,189680
Remote Work,141991
Paid Time Off,85418
Remote Work,145238
401(k),117888
Health Insurance,106449
Paid Time Off,59635
Stock Options,66760
401(k),144024
Stock Options,52829
Stock Options,142669
401(k),97514
Stock Options,83354
401(k),166876
401(k),149478
Remote Work,90067
401(k),178696
Paid Time Off,159663
Remote Work,171418
401(k),87137
Paid Time Off,127290
Stock Options,99629
401(k),117135
401(k),89297
401(k),155652
401(k),121229
Stock Options,186044
Health Insurance,175527
Stock Options,164864
401(k),126980
401(k),126355
401(k),195017
401(k),118012
Stock Options,123001
Paid Time Off,130372
401(k),116357
Health Insurance,75379
401(k),83861
Remote Work,159795
Paid Time Off,71493
Paid Time Off,61271
Paid Time Off,123492
401(k),70236
401(k),155305
401(k),119479
Paid Time Off,77025
401(k),71999
401(k),104487
401(k),92413
Stock Options,56622
Paid Time Off,83611
Paid Time Off,64547
Stock Options,173918
401(k),173273
Health Insurance,165681
401(k),83196
Remote Work,117009
401(k),90545
Health Insurance,122723
Stock Options,175427
Paid Time Off,85989
401(k),50526
Health Insurance,147358
Remote Work,129181
